asin,summaryReview
B0000C321X,"['Long!!', 'Great Fit!', 'My Bad', 'satisfied', 'Same great 501s; a little shorter than others.', 'Comfortable and perfect fit', ""The best Levi's jeans!"", '501 easier to buy online', 'Skimping on the material? Or Fashion?', 'Awesome', 'Levi', 'Nice', ""levi's 501"", 'Just perfect', 'undecided', 'Classic jeans, classic quality', 'gift', 'its ok.', 'My jeans', 'jeens', 'For a tall slim grandson.', 'Pretty tight', 'Lightweight material..', ""Levi's Men's 501 Original Fit Jean"", '501 Jeans', 'Solid jeans, good cut', 'Just what I expected', 'Five Stars', '501 Jeans', 'Great product for a great price!', ""501 Levi's"", 'Levi 501 Original Fit', 'Good product - great price', ""Levi's jeans"", 'A little disappointed.', 'excelente', 'Great Jeans', 'Shrunk', 'Still the best jeans on the market', 'GREAT!!!! (EVEN 4 WOMAN)', 'excellent product', 'Great fit', ""Don't buy online, try on several in a store."", ""Levi's for the finicky teen"", 'Really nice jeans', 'Hated the fly', 'awsome fit and great service', 'Love the quality of levis jeans and its very comfortable!', 'A little tight on the crotch area', ""Levi's 501???"", 'Perfect', 'Other Levi choices are better', 'Four Stars', 'Carlos Javier Varela', 'My Go To Jean', 'Great!!!', ""Levi's Men's 501 Jean"", 'The perfect stand-by', 'Best jeans ever.', ""Classy Levi's"", 'Dark Stonewash: The Best of the Worst', 'not true to size', ""Levi's goal to be like the others..."", ""Levi's 501 Jeans, Dimemsional Rigid"", 'Classic is Back', 'Sits perfect, great color', ""Good Ole' 501"", ""oh yeah! best 501's on the planet"", 'These jeans are a great fit.', 'Great Jeans', 'quality jeans ....', 'Best deal around.', ""Second best fitting jeans I've found"", 'Archetipical Icon.', 'nice fit', 'Very nice', 'Quality that you expect from Levis', 'very good', 'great fitting jeans', 'Midweight denim good for summer', 'The worst jean than someone can buy', 'so good', ""Can't beat a classic."", ""LOVE 501'S"", 'Nice Jeans', ""Love My Levi's But I'm Just Not A 501 Guy"", ""Levi's is Levi's"", 'awesome', 'New Metal with orange thread (I)', 'I brought these as a gift for my grandson he loves these jeans', ""Levi's has gone downhill, Look at Lee Premium Jeans"", ""Only 501's For Me"", 'A bit snug.', 'Perfect fit', 'Very cheap quality', ""Levi's was there any doubt?"", 'not available to me here in W.A by you Amazon.', 'Levis', 'Button up... you belong to me', 'Everything just right.', 'Smaller than a 32', ""I switched from 505's to 501's"", ""Good  Oled Levi's"", ""For a son who is 6'-5&#34;"", ""Women are now checkin' me out!"", 'Perfect as Always', 'Levi\'s Men\'s 501 Original Fit Jean""', '501s', 'I missed the button fly in description', ""Levi's 501 Black 32x36"", ""Levi's"", 'They have evolved over time.', 'Looks good on him :)', 'Would give negative stars if able...', 'Perfect', 'Perfect color jean for spring', 'levis 501', 'heavy, durable fabric. waist puckers under my belt', ""Ran smaller than other 501's"", 'Awesome Fit, Color, and Durability', 'Quality Levi Jeans', 'Not what I expected', ""Compared to STF's"", 'A little Big', 'Levis', 'Perfect Fit and Buying Experience', 'Thinner denim', 'How can you go wrong?', 'I really love the fit and the color', 'Four Stars', 'Still good jeans', 'Go to JC Penny', 'good quality and fits me perfectly!', 'I think so much money this thing value&#65281;', 'i like it', 'only good jean in 34 L', 'Wear out in a matter of months', 'Great selection of colors and sizes', 'Nice Jeans', ""Um, they're 501s"", 'Excellent', 'Great', 'not good', 'Excellent', '501 Dark Stonewash Jeans', 'Like always, great!', 'As expected', 'Neat Appearance but tight fit', 'Love the fit', 'fit as expected', 'Great cut', ""Levi's Union Blue jean"", ""501's Rock!"", 'I LIKE IT VERY MUCH', ""Fabric isn't the genuine tough stuff!"", 'Mariuchi1403', ""This Levi's Poor pants is Poor quality , fabric is very thick, hard"", 'Not exactly like the my 501s from the 70s', 'the best brand of the world', 'Jeans', 'Quality', 'Really Great!', 'Perfect for the Slender Guy', 'Fits great in the waist', 'Wear em In Comfort', ""Levi's Rough and Tumbled"", ""Whether or not it's made in the USA, these jeans were fine"", ""Levi's button flies are the best blue jeans I've ever owned!"", 'Perfect Jeans', 'nice', 'nada mejor', ""Levi's 501 Original Fit"", 'Almost perfect', 'Quality Never Disappoints!', 'NICE JEANS', ""Levi's Men's Jean"", 'NIce fit, nice wash', ""It's a Levi's what else is there to say?"", ""It's a 501, so it should be great"", 'Same old Levis?', 'Down with Dad Jeans!', 'Just right!', 'Good', 'its a classic', 'Shrink to Fit', 'Classic jeans', ""The Iconic 501 at a Superb Price You Just Can't Beat."", 'Rags', 'good', ""Levi's 501 Original Fit Button Fly Jeans (Purchased on 04/11/2007)"", 'There must be a problem with sizing.', 'Great Levis for the money', 'good', ""Extremely Low Rise, and Not 'Original' Fit."", 'Most everything I buy from Amazon is very good. The jeans fit very well', 'New colors', 'Homemade will never be homemade ever again.', 'nice jeans but not shrink to fit', ""my opinion the best jean's out there"", 'Way too small or irregular', 'Great. Wearing them constantly already', 'saludos...', 'The Classic Jeans', 'Disapointed should have stuck with other reviews.', ""One thing that doesn't change!!""]"
B0000V9E3S,"['Comfortable shoe', ""Keen Women's Venice H2 Sandal, Black"", 'Nice summer sandals', 'Wonderful Shoes!', 'Okay', 'Great Shoes', 'A Spring in my Step', ""They're great sandals, just get a little sticky"", 'Not for long toes', 'So comfortable!', 'Pretty good', 'Awesome sandals if you pay attention to the sizing warnings in the ratings', 'nice looking&#8230;.', 'Best hiking sandals ever!', 'Probably better for those without high arches', 'Boooo Hoo', 'Very comfortable', 'A Lengthy Review for a Perfect Fitting Sandal....', 'My new favorite footwear!', 'Bright blue shoes', 'Love this', 'Keene sandal', ""The best shoe I've ever owned!"", 'So Much more than I expected', 'Decent shoes on dry land but they stink', 'Five Stars', 'Practical Shoe that does the job', 'I like the style but a little too wide for my narrow foot', ""KEEN Women's Venice H2 Sandal,Jester Red/Persimmon,8 M US"", 'I wear these year-round!', 'great shoe', ""Keen's Middle of the road sole"", 'very comfortable shoes', 'I wanted to love these...', 'great sandals', 'Wonderful sandals', ""Buy bigger and you'll be happy;)"", 'Keen sandals *sigh*', 'Had to have another pair', 'LOVE these sandals! Even though they run a full size small', 'OK, but', 'Love my Keens', 'Cute & Comfy!', 'Great Shoe!', 'Awesome!', 'i love them', 'Really comfortable shoe', 'GREAT!!!', 'I have used Keen sandals for over 10 years', 'our summer go-to sandal', 'I LOVE these!', 'Repeat buyer', 'Comfortable out of the box', 'Best shoe ever!', 'Great shoes', 'Very comfortable', 'Perfect!', 'Another great Keen!', 'Very comfortable for wide feet and bunions', 'Favorite footbed!', 'Great product', 'Keen H2 Sandal', 'Great color!!', 'Great shoes', ""Keen Women's Venice H2 Sandal-Raya Red"", 'Keen Venice H2 Sandal', 'Comfy, right out of the box!', 'Doctor only allows specific shoes for my feet!', 'Love my shoes', 'too short...']"
B0000WLSCW,"['Comfortable', 'Good Price, Watch the Fit', 'i love these', 'Dickies Original 874 Work pant/Olive Green', ""Dickie's Navy Blue work pants"", 'Traditional Dickies Workwear', 'Great work pants', 'great', 'Poor quality cloth. Too harsh on skin.', 'sizing problem', ""They're Dickies Work Pants, not going to out-in-town clubbing pants.."", 'GREAT PRODUCT', 'These are the best pants I will ever buy.', 'For school', 'always the best', 'review', 'Dickies Quality Can Not Be Beat.  For Uniform Pants They Are The Best.  Consistent Quality - Fair Pricing', 'Sturdy, attractive pants', 'Nice pants, sized correctly, comfortable, would recommend', 'Work Pants', 'Great price.', 'Excellent!', 'Five Stars', 'GREAT PRODUCT!!!', 'not even close to true size.', 'Great pants', 'Marvelous pants.', 'Perhaps the best work/dress pants on the market', 'Great work pants', 'Look nice and will stay that way', 'NICE PANTS', 'Great Work Pants!', 'Nice but a little large', 'Great inexpensive pants', 'Five Stars', 'bad fit', ""I'm happy."", '874 Dickies', 'Nice fit, color, quality', 'Great Product', ""Dickies Men's Original 874 Work Pant -- Royal Blue"", 'looked and felt like plastic', 'Excellent service', 'hooked on dickies!', 'Great for work', 'Great Product', 'Waist too small.', 'Perfect Pant for Work', 'Fitted', 'Always like Dickies stuff...', 'Excellent work cloths, Dickies are hard to beat for comfort and cleaning when working on greasy garden tractors all day.', ""Dickie's Work Pants"", 'Well made', 'Not Bad', 'Order next size up!', 'Standard office pants', 'perfect fit', ""Same as with the carhart men's twill."", 'Perfect', 'Dickies run small', 'Great fit, great length.', 'New work pants for hubby!', 'Very nice', 'These are great work pants...']"
B0000ZBSBU,"['Very comfortable', 'Nice Bra', 'Nice', 'The cup fits great', 'great bra for the price', 'Leisure Bra', 'Heaven sent', 'Not Much Support', 'Great amazing fantastic support!!', 'Pretty Good', 'Great fit...', 'Great casual at home and sleep bra', 'Excellent!', 'Awesome light support', 'Uncomfortable', 'Good bra for recent shoulder surgery.', 'Bra to wear to bed', 'I like it', 'Not The Best Fitting Bra In America', 'Disappointed', 'Three Stars', 'Great, comfortable bra', 'Slightly firmer than most sleep bras.  Comfortable ""American"" fit', 'size was small for me', 'Like it but difficult to hook', 'Tight Band, Otherwise a Good Fit', 'Update to review', 'bra', 'Super Comfortable Bra', 'Short straps', 'Comfortable bra for casual days and sleeping', 'Great Sleep Bra for Pregnancy', 'Very comfy', 'Great around the house bra', ""Leading Lady Women's Sleep Leisure Most Comfortable Bra In America"", 'WAY too tight', 'Okay', 'Super comfortable but order a size larger', 'disappointed', 'Uniboob-B-Gon', 'Nice and soft', 'I was hopeful----Not big enough, no support...not for big boobs, even if you are lounging...', 'So Comfy!!', 'just what i wanted', 'Highly, HIGHLY recommend for large busted women', 'Nice fit!', 'Good idea, bad execution', 'Bra', 'Cute, But Runs Small And NO Lift', 'Well worth the money', 'Not the worst, but not the best', 'Not all that comfortable', 'RUNS EXTREMELY SMALL', 'As it says', 'just a liitle too snug under bust', 'Middle hooks in front hurt', 'Comfortable and supportive', 'what I paid  for ?', 'Perfect for post-surgery support', 'VERY COMFORTABLE BRA - HIGHLY RECOMMENDED', 'Very comfortable', 'uncomfortable to sleep in', 'Comfortable but very snug.', 'Not for me']"
B0000ZDSDG,"['Very happy', 'loved this', 'Good Bra', 'Great fit and holds everything in place', ""Bali Women's lace and Smoothe underwire Bra"", 'Attractive and affordable', ""If it's not broken don't fix it"", 'Gives an odd shape to breasts', 'Too tight...', 'Great Fit', 'it fits great -- does what it supposed to do  :)', ""Good bra if you aren't over 60"", 'Excellent quality, very sexy', 'very comfy and came in my size', ""THERE'S MORE TO IT THAN MEETS THE EYE"", 'Perfect fit and nice support', 'Will always buy', 'Good bra 36D', 'COMFORT AND SUPPORT', 'Bali Bra 36D', 'bali', 'Forgotten but not Gone', 'Good bra, bad elastic', 'Finally, a Good Fit!', 'Almost perfect', 'Comfortable support', ""The Only Bra I've Ever Liked"", 'Unbelievable Bra for the Price!', 'Nice Bra', 'Comfy', 'Great Bra', 'Cute', 'Best Bra Ever', 'Fits and looks good', 'Nice Bra', 'My favorite bra.', ""This is the best bra I've ever had!"", 'My Partner Loves them', 'Disappointed & Returned', ""Don't be dissuaded by the inexpensive cost!"", 'PERFECT  bra for 40 years!!!', 'cuts into my skin', 'Coney cups', 'Best of the best', 'the same as ones i buy at bloomingdales', 'Very nice', 'Great bra', 'Great lift, See thru, fits OK, straps NOT elastic', 'not a minimizer', 'Bali Bras are the best*', 'A little uncomfortable', 'Very comfortable', 'Nice bra!', 'holy nips', 'Great T-shirt bra', 'Great bra', 'Keep coming back', 'Not to my liking', 'MY FAVORITE', 'It works.']"
B0000ZEPGA,"['Returned it.', 'My favorite bras', 'Bali 3820 Double Support Works!', 'Amazon is the only place to get this now', 'Comfortable bra', 'Very comfortable', 'Pointy boobs are NOT IN!', 'Tried and True', 'Nice Fit', 'MY FAVORITE EVER!!!', ""Bali Women's Double Support Wire-Free Bra, Black, 38C"", 'Straps are uncomfortable', 'Great bra', 'Favorite bra', 'No Support', 'Bali double support wire free bra', 'Lovely but does not fit well', 'Uncomfortable', 'Wonderful everyday bras!', 'Good fit but not enough lift', 'Not a good fit for me!', 'not good', 'Pretty good bra for soft cup', 'perfect fit', 'Love these bras!!', 'My all-time favorite', 'Almost perfect', 'Ok,bra.', ""No all it's hyped up to be..."", 'Love this bra', 'Hardly a double support bra', 'Bali bra', 'Not comfortable-', 'Bali bra 36D', 'Feels good for a little while...', 'not so pleased', 'Not a good buy for my size 48B', 'No longer the best bra for me', 'Pretty comfortable, actually.', 'Comfortable', 'Bad Bra!!! Do Not Purchase if your Big Breasted.', 'So tired of tugging at it', 'Not a Great Bra', 'Bali Bra', 'Comfortable bra!', 'Well made bra, just right', 'Just OK nothing great, not that comfortable', 'Bali Bra', 'Bali Wirefree bra', '! * !', 'Perfect', 'Great fit!', 'bali', 'Very Uncomfortable', 'an uplifting experience', 'Comfortable', 'At last!', 'Four Stars', 'Love it', 'Support yet comfortable', 'runs big, comfy bra', 'Real comfortable, gives support!', 'This bra is the most comfortable', ""Straps Don't Slip!!!"", 'I also have this bra in pink', ""Bali Bra's"", 'Too large']"
B00012O12A,"[""I was looking for decent Levi's for a few years and Amazon had them"", 'Still cannot fault Levis.', 'medida no es', ""Thinner material than standard 505's."", 'Best Jeans?', 'My favorite jeans!', 'Quality good', ""Levi's 505 Always the Best"", 'I love it so much', 'Levi\'s 505 in ""Rigid"", good jeans for the money but fit is not consistent.', 'Fit as it should be', 'jean levis', 'love this jeans and so do the gals that see me in them they like my butt they go nuts even blush sometime', 'This represents a change from previously purchased Levis 505. ...', 'I am wearing them now.', 'Levi  505 jeans', 'What I Excpected.', ""Levi's Men's 505 Straight (Regular) Fit Jean,Black,42x32"", 'these pants are cut large', 'Levi jeans', 'Not enough belt loop', ""Levi's Men's 505s"", 'Excelente', 'Great fit and all sizes available!', 'A little disappointed.', 'is a good product.', 'Handsome', ""Classic Levi's fit and feel."", 'Great everyday jeans', 'Exactly what I expected in style, material, fit, color', 'excellent', 'more like skinny jeans', 'Great seller and Very good...', 'Hard to find', 'good jean', 'Finally found something closer to my size', 'A little larger than 34 X 29', ""I have worn Levi's 505s for many years"", 'Same...but different =\\', ""Levi's Men's 505 Regular Fit Jean 36 X 36"", 'pass on these', 'Good Fit, Well-Made', 'Good price but the size was . .  .', 'Much easier than buying in a store', ""Levi's Men's 505 Straight Fit Jean, Dark Stonewash, 32x32"", ""Levi's are now such a disappointment"", ""Nice Levi's with an Updated Look"", 'awesome as always', 'Disposable Jeans', 'perfect fit', 'Great jeans', 'Might be switching my brand', 'An American Classic', 'Great product but could be a little bit more strong', 'What is that odor?', 'Levis Are NOT What They Used to Be!!!', ""Are these really Levi's!? Would NOT buy again"", 'dorky but workable', 'I love it!', 'good', 'What I was looking for', 'Very good product', 'these are good pants', 'excelente', 'I LOVE them on my hubby!', 'For the price not bad,', ""Perfect fit from Levi's as expected."", 'Nice!', 'Levis', 'good fit', 'Nice Jean', ""Levi's Men's 505 Regular Fit Jean, Fume"", 'Perfect fit but not as dark as expected.', 'Jeans in CT', 'A classic that never goes out of style...', 'A Perfect fit', 'True to size!', 'exactly...what a relief.  we bought 33x 30', 'Excelent product', 'great buy', 'Four Stars', ""Levi's Men's 505 Straight Fit Jean, Dark Stonewash, 38x29"", 'Horrible - Levis Changed The Fit', ""Levi's at good prices"", 'as expected', 'nice pants!', 'Levis jeans', ""Count on Levi's!"", 'Excellent', 'Nice pants...', 'Great fit', 'A nice looking pair of jeans', 'Perfect jeans', 'NICE JEANS BUT........', 'Classic Levi Product - Always a Hit!', ""A great pair of jeans- different from the 501's"", 'Size', 'Nice product - nice fit', 'Nice jeans', ""These Levi's are awesome!"", 'My new favorite jeans!', 'Jeans', 'So so', 'needs quality control', 'Baggy in the back', 'Great fit, super comfortable', 'Great pants/jeans', ""Can't go wrong with Levi's"", 'Levi Jeans', 'Nice quality, a little baggy', 'Like the new fit....', 'Worst jeans ever', 'Easier than going to the store looking', 'Will grow on you', 'Levi jeans most reliable.', 'Very Comfortable, Very Stylish', ""Levi's jeans"", 'very good!', 'changed the fit and defective', 'Great fit', 'Waist size does not match the label.', 'Very Comfortable!', 'Comfortable, but VERY oversized', 'love how there fit', 'Comfortable, durable and good looking', 'Nothing Like Them', 'Thin but good', 'Nice fit & look', 'Questionable Quality', 'Sizing', 'STRETCHY!', 'pleased', 'Levis!!', 'A wonderful surprise...', ""Can't go wrong with Levi's"", ""Calssical Levi's - The color was way off"", 'Not the same as they once were ~', 'A bit snug', 'Great Jeans', 'compairing the 505, 511, and 527', ""great 505's!"", 'Nice. Perfect fit.', 'Husband loves them', 'short leg levi', 'Levi has redesigned these, but kept the old designation.', 'Perfect fit, very good shipment', 'material seems thinner than before, but still fits the way i like it.', 'Pretty good fit', 'Good buy', 'Best Jeans!', ""Levi's 505 Silver Fox jeans."", 'good looks but too tight in the thighs', 'is a regular pants', 'I do not like shooting much', 'Good jeans', 'Inconsistent Sizing and Quality', 'Nice Jeans', 'gift', 'Me gusto el Producto', 'Levi 505 jeans', 'just what I wanted', 'Levis is a great brand', '505 levis comments', 'great levies', 'Great jeans', 'An American Classic', ""They're Jeans"", 'Son loves these jeans', 'Go with what you know!', ""Why don't women's fit this well each time?"", ""love levi's"", 'how fit', 'These Levi Jeans are real high quality', 'The color is perfect', 'right fit', 'not many washes available for special sizes', ""Standard Levi's"", 'Rejects?', 'Great classic jeans', 'Change from the usual blue', 'The Originals', 'Nice Jeans!', 'Comfortable Jeans', 'Strange fit', ""Best Jeans I've Ever Had"", 'Very thin material', 'What happened to 7 Loops, and a proper cut waist', ""It's good"", 'nice']"
B00016QOTE,"['Classic', 'levis', 'Levi jeans', 'Perfect jeans', 'Not quite right', 'Great jeans!', 'Very good quality', 'Quality jeans', 'Good jeans', 'Levis Suck!!!', 'FABULOUS!', 'Great jeans for the price', 'GREAT FIT!!', 'feels like cardboard...', ""Count on Levi's"", 'Not fit', 'The just right jeans for my boots', ""hugs hips better than 501's...fits over boots MUCH better"", 'A perfect fit on my beanpole son.', 'Perfect', 'Ecellent', 'Size & style still the same...', 'Fav for riding unlined', 'Love these pants', 'Excellent Fit Jeans!', 'The best jeans ever designed', 'Odd color, poor fit.', 'good jeans but...', 'Very Thin', 'Just like old times', 'I loved it', ""there's slim and then there's slim"", ""Levi's Men's 517 Boot Cut Jean, Black, 36x29"", 'Good pants, excellent quality, good brand.', 'new jeans', 'Only jeans I wear!', 'jeans', 'Great basic jeans', 'Prefer 527s', 'Comfy jeans and look great (runs long)', ""Hubby's favorite jeans"", 'This is terrible! I am upset and disappointed!', 'Old standbys', 'Nice winter jeans', 'I need it', 'Wow', ""Levi's 517 boot cut jeans"", 'Love these boot jeans', 'its ok', 'True to size', 'Tight in the thigh', 'tight in the thighs', ""Love my Levi's"", 'Works, Boot cut jeans', 'Skinny fit jeans', 'Exactly what I wanted', 'The amazing multiplication of work jeans']"
B0001HKKPW,"['Great bra, not for FOB', 'Beautiful apricot color! (Tutti Frutti)', 'Great, great bra', 'live a glove as usual', 'Pokes you in the armpits', 'Im 25!! Not a grandma!', 'hubby love it', 'Disappointed with quality', ""Don't bother if you are shallow/'smaller' chested"", 'Would buy again', 'best bra ever', 'Poor Quality :(', 'I love this bra!', ""Good Support, Don't Like the Shape"", 'Good Bra, not my fit', 'Good', 'Comfortable, noticeable under clothing', 'Great bra', 'Great fit', 'Im always nervice getting...', 'Not scaled well for larger cup sizes', 'LLLOOOVVVEEE IT!!', 'Substantial!', 'Pointy, no tags', 'Pretty but seemed chinsy.', 'GREAT BRA!!!!!', 'Disappointed in the fit', 'Quality? Maybe Not.', 'Good bra, but not for me.', 'great bra, wrong shape for my body.', 'Weird shape', 'Great support', ""Great support, not so great if you're short"", 'So comfy!', 'Uncomfortable.', 'underwire stabs you under arms', 'Nice Bra and color too', 'I keep going back', 'A Fashionable Bra', 'Pretty but STABBY ... both with the underwires and your bust shape', 'As shown', '36HH', 'Love Panache Tango II!', 'The cup size is way too large.', 'Best Prices', 'Nice support but pointy', ""Not your grandma's ' bra"", 'Cleavage enhancing', 'Not so great', 'Pretty Bra', 'Big Bra', 'uk sizing, sheer bra - not my cup of tea', 'Absolutely my best-fitting and most comfortable bra', ""Panache Women's Tango Ii Balconette Bra - 3251"", 'Slow return', 'Okay', 'pretty', 'Ok', 'So great!', 'go Curvy Katie. NOT Panache', 'Not like the Penache Daisy', 'Attractive bra but a bit scratchy', 'Overall nice bra', 'Pretty but side wire stabs me and bra is so scratchy I had big red marks all along the bra Ones']"
B0001MQ60A,"['Very comfortable sandal', 'Buy a 1/2 size larger...', 'Sizes very ! not consistent  for each style of Keens', 'Awesome All-Terrain Footwear', ""Newport H2's are Keen!"", 'Love these', 'two thumbs up', ""It's a Keen, what else needs to be said?"", 'Comfortable water shoes', 'Great Shoe', 'ideal sport shoe, water shoe', 'LOVE KEEN products!', 'Sizing an issue', 'Everyone in the family loves Keen', 'Great Sandals', 'My husband loves these shoes', 'Purchased for my husband', 'Wide Enough To Fit A 11 4E Foot', 'Comfortable and cool', 'Cheap Dye and poorly made', 'Well Made, Comfortable.... But Stinky!!!', 'Were good, but ripped', 'great', 'Thank you for the size 17', ""Okay... but don't love them"", 'Awesome!!', 'Simply the Best', 'Great shoe', 'Love them', 'Great but not for hot & humid weather', 'Struck out', ""Don't know why I didn't pick up a pair sooner"", 'Best pair of Sandals I have ever owned', 'Just right ....', 'Great shoe but short life span', 'Great shoe for summer', 'Footwear for growing teenager', ""Keen Men's Newport H2 Sandal"", ""I'm returning this...  disappointed with the fit of  KEEN shoe"", ""Excellent Sport Sandal - I'm a Fan for Life"", ""Only sandals I'll wear"", 'perfect fit right out of box...', 'Cool sandals!', 'True to size, wide feet Too !!', 'Great shoes for water acitvity', 'Great Summer Sleds!', 'Good outdoor sandal.', 'Very comfortable. Appreciate the larger size', 'Nice but hot and sweaty', 'Great sandals!', 'Great shoe', 'Nice design, comfortable, but smelly!!!', 'Best Sandal Keen Ever Made', 'Could have been great.', 'GREAT Order smaller size', 'nice shoe', 'So far, so good!  Order a half size up from your normal size, as instructed!', 'Awesome.  Great Quality. Looks great.', 'Sandalion', 'Great sandal for all water activities', 'Nice Sandal', 'So comfortable!', 'good sandals']"
B0001YR54O,"['Nice shirt', 'had to return', 'Weird fit', 'my work shirt', 'Got to be the one with the best gift!', 'Black is the new Black', 'red shirt Friday ...', 'Very comfortable, quality product', 'Great shrit', 'BIG DUDES ORDER +1 SIZE', ""Truck driver, sick of a miscellaneous wardrobe that doesn't fit my pen or notebook."", 'Shirt', ""Just what you'd expect"", 'Shirt', 'Solid button up shirt', 'We have a closet full of these', 'Good work shirt', 'great shirt, form fitting', 'Comfortable and big!', 'Great product', 'Great Shirt, Fast Delivery and Good Price', 'great work shirts', 'Love Dickies shirts!', 'Five Stars', 'My size is too big for me', 'Nice, work shirt.', 'Sturdy wearing shirt', 'good fabric', 'Excellent, study, workshirt', 'Wonderful', 'quite comfortable', 'Nice color, bad style', 'great product', 'He Loves These Shirts', 'Very Large!', 'Great for fatties', 'Dickies sizing will always be weird, but these shirts are great', 'a bit too large', 'good shirt', 'Nice shirts and INCREDIBLE free shipping', 'Nice shirt', 'All the Time', 'As advertised', 'Nice!', 'NICE', 'Nice Color but...', 'Great fit and look', 'Another Great Dickies Product', 'Love these shirts', 'Fits like its tailor made!', 'Great work shirt!', 'Dickies.', 'Awesome work shirt', ':)', 'Runs big!', 'Good Quality Work Shirt !', 'Wrong estimation..', 'Great Shirt']"
B0001YSBEW,"['Nice shirt', ""Can't go wrong with Carhartt!"", 'The only thing my husband will wear', 'Shirt was HUGE. Large will fit XXL', 'Well made, runs large', 'K126 Carhartt workwear Long Sleeve shirt', 'Great Product', 'Nice work t-shirt', 'Its a fine piece of construction', ""Carhartt Men's wear is always dependable"", 'great shirt', 'Hardworking T-shirt with pocket', 'Great product from Carhartt', 'So great, I ordered two!', 'Excellent work shirt', 'Size is too sure', 'Awesome', 'Great', 'Carhart Quality', 'Very nice long sleeve t-shirt', 'Good fit...great work shirt', 'One size too big', 'I already had 2 and bought 2 more', 'Nice', 'Carhartts are the best', 'Not what I expected.', 'Very satisfied with this purchase.', 'Nice T', 'A Nice Shirt That Could Be Thicker', ""Carhartt Men's workwear Long Sleeve Pocket T shirt"", 'Carhartt Mens Long Sleeve Workwear', 'Excellent quality', 'Warm and good fit', 'The best', 'very good quality material', 'Great shirt', 'Carhartt never disappoints', 'GOOD BUT A SIZE TOO LARGE', 'Too sexy for this shirt', 'large in a good way', 'Four Stars', 'Carhartt Pocket T', 'I really like this shirt', 'macosta1167', 'Good quality, bad fit', 'Favorite brand for t-shirts', 'CARHARTT T-SHIRT', 'Carhartt shirt', 'Very nice', 'Carheart Long Sleeve Pocket T-Shirt # 1', 'Carhartt Long Sleeve Pocket Tee', 'Quality', 'Buyer Beware...', 'Little big but ok', 'Great for work days!', 'Carhartt speaks for itself', 'Nicest cold weather T shirt I have found', 'A great value', 'Go-To Shirt', 'Very well made', 'GREAT', 'Great Shirts']"
